what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339362224089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339362232138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339362603020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339362604728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339362961615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339362967752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339363022664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339363032015
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339363052010
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339363052034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339363052057
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339363052065
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339363056764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339363060016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339363062075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339363067176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339363087843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339363093361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339363095703
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1339363107278
