what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339412815633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339412823699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339412908318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339412916146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339412930620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339412937233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339412939944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413007640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339413011192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413015732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413048207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339413051521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339413055002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339413058742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413058772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413066935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339413068879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339413070574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413088738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413128367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339413134967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413145342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413203558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413209590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413352815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413356186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413400306
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339413406378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339413413551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339413418989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339413422419
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339413424488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339413434213
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339413439174
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339413446178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413487298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413490021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413490107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413502683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413504988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413750908
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339413752767
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339413761741
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1339413765545
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1339413765865
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1339413768492
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339413769017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339413814605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413818008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413828446
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1339413828911
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1339413834813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1339413839007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339413840920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339413858538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339413886444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339414904121
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339414909420
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339414909422
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339414913639
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339414913675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339414946794
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1339414951016
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1339414951992
